-------------------------------------------------------------
Repartition Join Output
('5589', ('Music', ('28373', '3.5', '1111461737')))
('49280', ('Fantasy', ('7155', '3.0', '1468471120')))
('49280', ('Fantasy', ('8273', '3.0', '1457330010')))
('49280', ('Fantasy', ('8287', '3.5', '1460482052')))
('49280', ('Fantasy', ('8563', '3.0', '1167710085')))
('49280', ('Fantasy', ('9788', '3.5', '1180012255')))
('49280', ('Fantasy', ('11030', '2.0', '1177244678')))
('49280', ('Fantasy', ('11061', '2.5', '1179008244')))
('49280', ('Fantasy', ('11922', '3.5', '1210976355')))
('49280', ('Fantasy', ('12072', '1.5', '1182502233')))
('49280', ('Fantasy', ('12837', '3.0', '1420262542')))
('49280', ('Fantasy', ('12845', '4.0', '1267403661')))
('49280', ('Fantasy', ('13000', '4.0', '1416685014')))
('49280', ('Fantasy', ('13454', '4.5', '1173605395')))
('49280', ('Fantasy', ('14794', '4.5', '1258143608')))
('49280', ('Fantasy', ('14847', '3.5', '1408138112')))
('49280', ('Fantasy', ('14974', '1.0', '1468620326')))
('49280', ('Fantasy', ('15128', '3.5', '1352976093')))
('49280', ('Fantasy', ('16481', '3.5', '1179866208')))
('49280', ('Fantasy', ('17211', '3.5', '1171576325')))
('49280', ('Fantasy', ('17573', '3.5', '1269228460')))
('49280', ('Fantasy', ('17936', '3.5', '1256698770')))
('49280', ('Fantasy', ('18155', '5.0', '1166306873')))
('49280', ('Fantasy', ('18206', '2.5', '1185160069')))
('49280', ('Fantasy', ('18603', '3.5', '1418566564')))
('49280', ('Fantasy', ('19843', '4.0', '1177090904')))
('49280', ('Fantasy', ('20275', '2.0', '1212298210')))
('49280', ('Fantasy', ('20608', '3.5', '1182617564')))
('49280', ('Fantasy', ('20738', '4.0', '1183745445')))
('49280', ('Fantasy', ('21565', '4.0', '1204480580')))
('49280', ('Fantasy', ('22874', '3.5', '1239245553')))
('49280', ('Fantasy', ('22883', '5.0', '1184041186')))
('49280', ('Fantasy', ('23040', '2.5', '1327600697')))
('49280', ('Fantasy', ('24217', '4.0', '1199030753')))
('49280', ('Fantasy', ('24859', '0.5', '1165689412')))
('49280', ('Fantasy', ('25700', '3.0', '1275275013')))
('49280', ('Fantasy', ('78809', '3.0', '1168328646')))
('49280', ('Fantasy', ('79042', '3.5', '1463051281')))
('49280', ('Fantasy', ('79255', '4.5', '1243325124')))
('49280', ('Fantasy', ('79988', '3.0', '1204775839')))
('49280', ('Fantasy', ('80303', '4.0', '1231676304')))
('49280', ('Fantasy', ('80325', '4.0', '1183038391')))
('49280', ('Fantasy', ('81157', '3.5', '1263821514')))
('49280', ('Fantasy', ('81477', '3.5', '1171582452')))
('49280', ('Fantasy', ('81593', '3.5', '1446480125')))
('49280', ('Fantasy', ('83312', '4.0', '1482247149')))
('49280', ('Fantasy', ('83643', '4.5', '1242768118')))
('49280', ('Fantasy', ('83768', '2.0', '1218862528')))
('49280', ('Fantasy', ('83888', '4.0', '1283962294')))
('49280', ('Fantasy', ('84664', '2.5', '1166059728')))
('49280', ('Fantasy', ('84757', '4.5', '1176766303')))
('49280', ('Fantasy', ('84913', '4.0', '1451010723')))
('49280', ('Fantasy', ('84964', '3.0', '1196033465')))
('49280', ('Fantasy', ('85373', '3.5', '1272932339')))
('49280', ('Fantasy', ('86701', '4.0', '1185248721')))
('49280', ('Fantasy', ('87337', '3.5', '1361559666')))
('49280', ('Fantasy', ('88901', '2.0', '1490067011')))
('49280', ('Fantasy', ('89020', '3.5', '1341847720')))
('49280', ('Fantasy', ('89258', '3.5', '1185200252')))
('49280', ('Fantasy', ('89742', '4.5', '1189335126')))
('49280', ('Fantasy', ('90640', '3.0', '1214024991')))
('49280', ('Fantasy', ('91243', '4.0', '1165208694')))
('49280', ('Fantasy', ('91459', '3.5', '1384229957')))
('49280', ('Fantasy', ('91462', '3.0', '1180984107')))
('49280', ('Fantasy', ('91818', '4.0', '1166081360')))
('49280', ('Fantasy', ('92038', '4.0', '1302806370')))
('49280', ('Fantasy', ('92126', '3.5', '1250490168')))
('49280', ('Fantasy', ('92142', '2.5', '1453084280')))
('49280', ('Fantasy', ('92568', '5.0', '1194406009')))
('49280', ('Fantasy', ('92948', '0.5', '1182704128')))
('49280', ('Fantasy', ('93453', '3.5', '1433584872')))
('49280', ('Fantasy', ('93981', '3.0', '1210786005')))
('49280', ('Fantasy', ('94106', '3.5', '1290378906')))
('49280', ('Fantasy', ('94287', '4.0', '1215875198')))
('49280', ('Fantasy', ('95593', '3.0', '1262005733')))
('49280', ('Fantasy', ('96693', '4.0', '1194320221')))
('49280', ('Fantasy', ('96714', '3.5', '1167244521')))
('49280', ('Fantasy', ('97140', '4.0', '1318968164')))
('49280', ('Fantasy', ('97544', '4.0', '1178842384')))
('49280', ('Fantasy', ('98415', '2.5', '1177527764')))
('49280', ('Fantasy', ('98760', '3.5', '1232841332')))
('49280', ('Fantasy', ('98787', '2.0', '1466836084')))
('49280', ('Fantasy', ('98900', '2.0', '1182151132')))
('49280', ('Fantasy', ('99182', '2.5', '1184515713')))
('49280', ('Fantasy', ('100082', '2.5', '1231462223')))
('49280', ('Fantasy', ('100090', '3.5', '1185835046')))
('49280', ('Fantasy', ('100385', '4.0', '1276210225')))
('49280', ('Fantasy', ('100425', '2.0', '1176891094')))
('49280', ('Fantasy', ('101223', '3.0', '1237054582')))
('49280', ('Fantasy', ('101294', '3.0', '1308100062')))
('49280', ('Fantasy', ('101938', '4.0', '1183650032')))
('49280', ('Fantasy', ('104039', '3.0', '1256270230')))
('49280', ('Fantasy', ('230834', '3.0', '1171229266')))
('49280', ('Fantasy', ('232041', '3.5', '1205285232')))
('49280', ('Fantasy', ('232166', '4.0', '1180314923')))
('49280', ('Fantasy', ('232345', '4.5', '1241033324')))
('49280', ('Fantasy', ('232837', '3.0', '1420400877')))
('49280', ('Fantasy', ('233306', '3.5', '1180136844')))
('49280', ('Fantasy', ('233896', '3.0', '1195669843')))
('49280', ('Fantasy', ('234308', '1.5', '1167516089')))
('49280', ('Fantasy', ('236146', '2.5', '1176767196')))
('49280', ('Fantasy', ('236788', '5.0', '1180168550')))
('49280', ('Fantasy', ('237435', '3.0', '1213499999')))
('49280', ('Fantasy', ('238726', '2.5', '1306189897')))
('49280', ('Fantasy', ('238736', '4.0', '1171938128')))
('49280', ('Fantasy', ('238774', '3.5', '1183661238')))
('49280', ('Fantasy', ('239091', '1.0', '1493162387')))
('49280', ('Fantasy', ('239753', '2.5', '1176923886')))
('49280', ('Fantasy', ('239952', '3.5', '1270200239')))
('49280', ('Fantasy', ('240042', '4.5', '1184097147')))
('49280', ('Fantasy', ('240445', '3.0', '1477935659')))
('49280', ('Fantasy', ('240461', '3.0', '1168933895')))
('49280', ('Fantasy', ('241178', '4.0', '1168937782')))
('49280', ('Fantasy', ('241875', '4.0', '1193025304')))
('49280', ('Fantasy', ('242035', '3.5', '1252952744')))
('49280', ('Fantasy', ('242242', '3.0', '1234639482')))
('49280', ('Fantasy', ('243252', '4.0', '1164124681')))
('49280', ('Fantasy', ('243331', '3.0', '1164515707')))
('49280', ('Fantasy', ('243977', '3.0', '1454274131')))
('49280', ('Fantasy', ('244008', '4.5', '1188275967')))
('49280', ('Fantasy', ('245028', '3.5', '1176373582')))
('49280', ('Fantasy', ('245152', '4.5', '1194464806')))
('49280', ('Fantasy', ('245182', '3.0', '1200084193')))
('49280', ('Fantasy', ('245219', '4.0', '1248026168')))
('49280', ('Fantasy', ('245561', '3.0', '1399955215')))
('49280', ('Fantasy', ('246874', '2.5', '1186629184')))
('49280', ('Fantasy', ('247182', '5.0', '1167259691')))
('49280', ('Fantasy', ('248042', '3.5', '1199399744')))
('49280', ('Fantasy', ('248309', '2.0', '1459916495')))
('49280', ('Fantasy', ('248362', '4.0', '1182949020')))
('49280', ('Fantasy', ('248454', '4.0', '1191821036')))
('49280', ('Fantasy', ('248642', '3.5', '1230939723')))
('49280', ('Fantasy', ('248757', '3.5', '1177156365')))
('49280', ('Fantasy', ('249201', '4.0', '1462380448')))
('49280', ('Fantasy', ('249810', '3.5', '1358259983')))
('49280', ('Fantasy', ('249949', '2.5', '1421350434')))
('49280', ('Fantasy', ('250439', '2.5', '1199457855')))
('49280', ('Fantasy', ('250534', '3.0', '1254373002')))
('49280', ('Fantasy', ('251197', '2.0', '1488438012')))
('49280', ('Fantasy', ('251238', '4.5', '1446668564')))
('49280', ('Fantasy', ('251298', '3.0', '1230483920')))
('49280', ('Fantasy', ('251794', '1.0', '1284527937')))
('49280', ('Fantasy', ('252573', '2.5', '1165987799')))
('49280', ('Fantasy', ('252792', '3.5', '1233852744')))
('49280', ('Fantasy', ('252960', '4.5', '1246223300')))
('49280', ('Fantasy', ('253115', '3.0', '1473645564')))
('49280', ('Fantasy', ('253630', '2.5', '1259254820')))
('49280', ('Fantasy', ('253702', '2.0', '1206919892')))
('49280', ('Fantasy', ('253704', '0.5', '1180054936')))
('49280', ('Fantasy', ('254341', '4.0', '1206494649')))
('49280', ('Fantasy', ('254605', '4.5', '1461421741')))
('49280', ('Fantasy', ('254618', '3.0', '1500372262')))
('49280', ('Fantasy', ('254977', '4.5', '1165438498')))
('49280', ('Fantasy', ('255585', '0.5', '1168039998')))
('49280', ('Fantasy', ('255904', '2.5', '1175031187')))
('49280', ('Fantasy', ('26887', '3.0', '1164825727')))
('49280', ('Fantasy', ('27072', '4.0', '1231647937')))
('49280', ('Fantasy', ('27328', '3.5', '1182789848')))
('49280', ('Fantasy', ('27367', '4.5', '1179164024')))
('49280', ('Fantasy', ('27587', '3.0', '1397420855')))
('49280', ('Fantasy', ('27816', '4.5', '1188844667')))
('49280', ('Fantasy', ('29030', '4.0', '1464269568')))
('49280', ('Fantasy', ('30731', '4.0', '1440371096')))
('49280', ('Fantasy', ('32108', '2.5', '1330827986')))
('49280', ('Fantasy', ('32114', '2.5', '1451751248')))
('49280', ('Fantasy', ('33204', '4.0', '1178138826')))
('49280', ('Fantasy', ('34117', '3.0', '1180743273')))
('49280', ('Fantasy', ('34248', '3.0', '1263250988')))
('49280', ('Fantasy', ('35006', '4.0', '1206674351')))
('49280', ('Fantasy', ('35233', '3.5', '1285656670')))
('49280', ('Fantasy', ('35787', '3.5', '1450585868')))
('49280', ('Fantasy', ('36175', '4.5', '1180046487')))
('49280', ('Fantasy', ('37184', '4.0', '1189811236')))
('49280', ('Fantasy', ('37767', '4.5', '1422844305')))
('49280', ('Fantasy', ('38096', '3.5', '1195737491')))
('49280', ('Fantasy', ('38317', '4.0', '1177456631')))
('49280', ('Fantasy', ('39591', '4.0', '1165024145')))
('49280', ('Fantasy', ('40207', '4.0', '1177999655')))
('49280', ('Fantasy', ('40465', '1.5', '1422736863')))
('49280', ('Fantasy', ('41707', '4.0', '1331949019')))
('49280', ('Fantasy', ('42994', '2.0', '1201448497')))
('49280', ('Fantasy', ('43519', '3.5', '1177185213')))
('49280', ('Fantasy', ('43537', '3.0', '1212966655')))
('49280', ('Fantasy', ('44742', '3.0', '1237661271')))
('49280', ('Fantasy', ('44966', '3.0', '1192856885')))
('49280', ('Fantasy', ('45139', '3.0', '1180160329')))
('49280', ('Fantasy', ('45208', '3.5', '1200985424')))
('49280', ('Fantasy', ('45326', '3.5', '1313026066')))
('49280', ('Fantasy', ('45635', '3.5', '1420443519')))
('49280', ('Fantasy', ('45811', '2.0', '1455271873')))
('49280', ('Fantasy', ('45897', '3.5', '1198888785')))
('49280', ('Fantasy', ('47253', '2.5', '1165436915')))
('49280', ('Fantasy', ('48049', '3.0', '1349239635')))
('49280', ('Fantasy', ('49285', '2.0', '1441936978')))
('49280', ('Fantasy', ('49710', '2.0', '1272303481')))
('49280', ('Fantasy', ('50034', '3.5', '1189523356')))
('49280', ('Fantasy', ('50783', '3.5', '1423907262')))
('49280', ('Fantasy', ('51804', '4.0', '1197471075')))
('49280', ('Fantasy', ('52019', '4.0', '1209423954')))
('49280', ('Fantasy', ('52246', '3.0', '1449413732')))
('49280', ('Fantasy', ('52263', '3.0', '1432827521')))
('49280', ('Fantasy', ('53227', '3.5', '1292465416')))
('49280', ('Fantasy', ('54388', '5.0', '1169328495')))
('49280', ('Fantasy', ('54527', '3.0', '1174295248')))
('49280', ('Fantasy', ('54712', '4.5', '1195629240')))
('49280', ('Fantasy', ('54755', '4.5', '1165098813')))
('49280', ('Fantasy', ('55075', '3.5', '1178504973')))
('49280', ('Fantasy', ('55295', '3.0', '1236168872')))
('49280', ('Fantasy', ('55336', '4.0', '1434855584')))
('49280', ('Fantasy', ('55353', '4.0', '1321455938')))
('49280', ('Fantasy', ('55563', '3.0', '1286421631')))
('49280', ('Fantasy', ('56556', '3.5', '1267043390')))
('49280', ('Fantasy', ('56954', '4.0', '1229266450')))
('49280', ('Fantasy', ('57845', '3.0', '1179074363')))
('49280', ('Fantasy', ('57854', '3.0', '1485996866')))
('49280', ('Fantasy', ('58487', '4.0', '1181632695')))
('49280', ('Fantasy', ('60183', '4.5', '1176278223')))
('49280', ('Fantasy', ('61043', '3.5', '1422840034')))
('49280', ('Fantasy', ('61316', '4.5', '1497713779')))
('49280', ('Fantasy', ('61437', '3.5', '1195002653')))
('49280', ('Fantasy', ('61488', '2.5', '1177685183')))
('49280', ('Fantasy', ('63058', '2.5', '1166157888')))
('49280', ('Fantasy', ('63180', '4.0', '1203975649')))
('49280', ('Fantasy', ('63572', '3.5', '1225729698')))
('49280', ('Fantasy', ('63845', '3.5', '1246263582')))
('49280', ('Fantasy', ('63864', '3.5', '1258594665')))
('49280', ('Fantasy', ('63962', '4.0', '1201870017')))
('49280', ('Fantasy', ('64918', '3.0', '1194801814')))
('49280', ('Fantasy', ('65554', '4.0', '1186502388')))
('49280', ('Fantasy', ('65616', '4.0', '1451259465')))
('49280', ('Fantasy', ('65889', '0.5', '1167187928')))
('49280', ('Fantasy', ('66218', '3.0', '1228333831')))
('49280', ('Fantasy', ('66508', '3.0', '1438382324')))
('49280', ('Fantasy', ('67671', '4.0', '1452796565')))
('49280', ('Fantasy', ('67897', '4.5', '1165369770')))
('49280', ('Fantasy', ('67934', '3.0', '1169466569')))
('49280', ('Fantasy', ('70807', '4.0', '1182518059')))
('49280', ('Fantasy', ('70993', '3.5', '1221170652')))
('49280', ('Fantasy', ('71871', '3.5', '1178816893')))
('49280', ('Fantasy', ('72039', '4.0', '1164500451')))
('49280', ('Fantasy', ('72978', '3.5', '1291560178')))
('49280', ('Fantasy', ('73451', '3.5', '1227092894')))
('49280', ('Fantasy', ('73605', '2.5', '1220951807')))
('49280', ('Fantasy', ('74209', '4.5', '1214726631')))
('49280', ('Fantasy', ('74275', '3.0', '1385148173')))
('49280', ('Fantasy', ('74473', '3.5', '1197500061')))
('49280', ('Fantasy', ('74831', '3.5', '1251325299')))
('49280', ('Fantasy', ('75117', '3.5', '1220487892')))
('49280', ('Fantasy', ('75142', '2.5', '1180834462')))
('49280', ('Fantasy', ('75396', '3.0', '1179651053')))
('49280', ('Fantasy', ('75401', '4.0', '1165524108')))
('49280', ('Fantasy', ('75638', '4.0', '1184002296')))
('49280', ('Fantasy', ('76721', '4.0', '1234379708')))
('49280', ('Fantasy', ('77042', '4.5', '1183780938')))
('49280', ('Fantasy', ('77819', '3.5', '1176311525')))
('49280', ('Fantasy', ('77872', '3.0', '1360282604')))
('49280', ('Fantasy', ('104069', '3.5', '1187716932')))
('49280', ('Fantasy', ('104277', '3.5', '1234594698')))
('49280', ('Fantasy', ('105819', '3.0', '1352571220')))
('49280', ('Fantasy', ('105907', '3.5', '1211475073')))
('49280', ('Fantasy', ('106197', '2.5', '1322217354')))
('49280', ('Fantasy', ('107192', '3.5', '1297902792')))
('49280', ('Fantasy', ('107819', '3.5', '1444929221')))
('49280', ('Fantasy', ('108965', '4.0', '1178385695')))
('49280', ('Fantasy', ('109128', '3.5', '1377845120')))
('49280', ('Fantasy', ('109241', '4.0', '1310290114')))
('49280', ('Fantasy', ('109314', '4.5', '1165435795')))
('49280', ('Fantasy', ('109350', '4.0', '1229628182')))
('49280', ('Fantasy', ('109491', '4.0', '1219509614')))
('49280', ('Fantasy', ('110275', '4.5', '1499615184')))
('49280', ('Fantasy', ('110487', '3.5', '1231629119')))
('49280', ('Fantasy', ('111112', '3.5', '1372139929')))
('49280', ('Fantasy', ('111264', '3.0', '1177019113')))
('49280', ('Fantasy', ('112293', '3.0', '1200823832')))
('49280', ('Fantasy', ('113156', '4.0', '1167024318')))
('49280', ('Fantasy', ('113503', '4.5', '1179427129')))
('49280', ('Fantasy', ('116793', '3.5', '1186898256')))
('49280', ('Fantasy', ('116975', '3.5', '1164943022')))
('49280', ('Fantasy', ('117586', '3.5', '1164728024')))
('49280', ('Fantasy', ('118524', '3.5', '1449439179')))
('49280', ('Fantasy', ('118638', '4.0', '1165116256')))
('49280', ('Fantasy', ('119356', '3.5', '1196045481')))
('49280', ('Fantasy', ('119630', '4.0', '1165724140')))
('49280', ('Fantasy', ('120881', '4.0', '1185300422')))
('49280', ('Fantasy', ('121083', '4.0', '1164311440')))
('49280', ('Fantasy', ('121309', '4.0', '1269875628')))
('49280', ('Fantasy', ('121323', '3.5', '1237725226')))
('49280', ('Fantasy', ('122208', '3.5', '1441587658')))
('49280', ('Fantasy', ('122726', '3.0', '1169360110')))
('49280', ('Fantasy', ('122729', '4.0', '1181616881')))
('49280', ('Fantasy', ('123121', '4.5', '1462216540')))
('49280', ('Fantasy', ('123210', '3.5', '1264811509')))
('49280', ('Fantasy', ('123786', '2.5', '1181483245')))
('49280', ('Fantasy', ('123852', '3.0', '1304158930')))
('49280', ('Fantasy', ('124032', '4.0', '1424151951')))
('49280', ('Fantasy', ('124762', '3.5', '1188936957')))
('49280', ('Fantasy', ('126334', '4.0', '1184570326')))
('49280', ('Fantasy', ('126655', '5.0', '1378397288')))
('49280', ('Fantasy', ('127346', '3.0', '1329875940')))
('49280', ('Fantasy', ('127581', '2.0', '1466578962')))
('49280', ('Fantasy', ('129649', '3.0', '1285889947')))
('49280', ('Fantasy', ('130412', '2.5', '1438584129')))
('49280', ('Fantasy', ('130418', '4.0', '1183378767')))
('49280', ('Fantasy', ('130662', '5.0', '1374119581')))
('49280', ('Fantasy', ('132062', '2.0', '1169954796')))
('49280', ('Fantasy', ('133182', '3.5', '1225493216')))
('49280', ('Fantasy', ('134066', '3.5', '1193936745')))
('49280', ('Fantasy', ('135487', '3.0', '1228074418')))
('49280', ('Fantasy', ('135829', '4.0', '1357670958')))
('49280', ('Fantasy', ('136403', '1.0', '1219319555')))
('49280', ('Fantasy', ('136606', '4.0', '1201646043')))
('49280', ('Fantasy', ('137950', '3.0', '1173366703')))
('49280', ('Fantasy', ('138897', '4.5', '1233797278')))
('49280', ('Fantasy', ('139161', '4.0', '1229201303')))
('49280', ('Fantasy', ('139925', '4.0', '1184680801')))
('49280', ('Fantasy', ('141755', '3.0', '1310397133')))
('49280', ('Fantasy', ('141984', '3.5', '1179824920')))
('49280', ('Fantasy', ('141989', '2.0', '1434765489')))
('49280', ('Fantasy', ('143026', '3.5', '1178334939')))
('49280', ('Fantasy', ('144004', '4.5', '1201293049')))
('49280', ('Fantasy', ('144375', '3.5', '1211790925')))
('49280', ('Fantasy', ('144501', '4.0', '1176172986')))
('49280', ('Fantasy', ('145932', '4.0', '1335673985')))
('49280', ('Fantasy', ('146800', '3.5', '1230972257')))
('49280', ('Fantasy', ('148358', '3.5', '1231104904')))
('49280', ('Fantasy', ('148585', '3.5', '1395725178')))
('49280', ('Fantasy', ('149560', '3.5', '1204303792')))
('49280', ('Fantasy', ('149856', '3.5', '1177376523')))
('49280', ('Fantasy', ('150166', '3.0', '1177600212')))
('49280', ('Fantasy', ('151028', '4.0', '1226862229')))
('49280', ('Fantasy', ('151252', '3.0', '1165872039')))
('49280', ('Fantasy', ('151571', '4.0', '1171669394')))
('49280', ('Fantasy', ('152150', '2.0', '1280554601')))
('49280', ('Fantasy', ('153153', '3.5', '1184221854')))
('49280', ('Fantasy', ('153394', '3.5', '1332878789')))
('49280', ('Fantasy', ('153561', '2.5', '1199807080')))
('49280', ('Fantasy', ('154532', '4.5', '1165644662')))
('49280', ('Fantasy', ('154570', '4.5', '1276038563')))
('49280', ('Fantasy', ('156311', '3.5', '1231372414')))
('49280', ('Fantasy', ('156555', '3.0', '1183623781')))
('49280', ('Fantasy', ('156679', '4.5', '1187703919')))
('49280', ('Fantasy', ('157664', '3.5', '1305173801')))
('49280', ('Fantasy', ('158271', '3.5', '1214947392')))
('49280', ('Fantasy', ('159910', '4.0', '1261423128')))
('49280', ('Fantasy', ('160153', '3.0', '1179028139')))
('49280', ('Fantasy', ('160747', '1.0', '1180054032')))
('49280', ('Fantasy', ('160896', '4.5', '1293311200')))
('49280', ('Fantasy', ('161294', '1.5', '1189095364')))
('49280', ('Fantasy', ('161725', '4.0', '1194346595')))
('49280', ('Fantasy', ('161986', '0.5', '1184876666')))
('49280', ('Fantasy', ('162129', '4.0', '1198275260')))
('49280', ('Fantasy', ('162347', '4.0', '1165998014')))
('49280', ('Fantasy', ('162505', '2.0', '1188310549')))
('49280', ('Fantasy', ('162546', '3.0', '1497177746')))
('49280', ('Fantasy', ('162590', '4.0', '1197733575')))
('49280', ('Fantasy', ('162713', '3.5', '1494716841')))
('49280', ('Fantasy', ('162835', '3.0', '1179885731')))
('49280', ('Fantasy', ('163092', '3.0', '1224886131')))
('49280', ('Fantasy', ('163536', '5.0', '1283830899')))
('49280', ('Fantasy', ('163992', '4.0', '1191769374')))
('49280', ('Fantasy', ('166455', '3.5', '1186515067')))
('49280', ('Fantasy', ('167097', '4.5', '1200929425')))
('49280', ('Fantasy', ('167323', '3.5', '1237581814')))
('49280', ('Fantasy', ('168620', '4.0', '1169428194')))
('49280', ('Fantasy', ('168762', '1.5', '1380855076')))
('49280', ('Fantasy', ('169689', '2.5', '1181049786')))
('49280', ('Fantasy', ('170287', '2.0', '1174668122')))
('49280', ('Fantasy', ('170547', '4.0', '1415432337')))
('49280', ('Fantasy', ('170557', '3.5', '1229181274')))
('49280', ('Fantasy', ('171535', '2.0', '1182821264')))
('49280', ('Fantasy', ('172224', '3.5', '1467482334')))
('49280', ('Fantasy', ('172359', '2.5', '1240079466')))
('49280', ('Fantasy', ('173979', '4.5', '1487482198')))
('49280', ('Fantasy', ('174159', '3.0', '1171260954')))
('49280', ('Fantasy', ('174229', '3.0', '1229352341')))
('49280', ('Fantasy', ('174414', '2.0', '1322240563')))
('49280', ('Fantasy', ('174759', '2.5', '1179708588')))
('49280', ('Fantasy', ('174864', '2.5', '1230395311')))
('49280', ('Fantasy', ('174931', '4.0', '1294437049')))
('49280', ('Fantasy', ('175683', '4.0', '1253368431')))
('49280', ('Fantasy', ('176672', '2.5', '1168835956')))
('49280', ('Fantasy', ('176920', '3.5', '1204945712')))
('49280', ('Fantasy', ('177150', '4.0', '1183755501')))
('49280', ('Fantasy', ('177593', '3.0', '1252141984')))
('49280', ('Fantasy', ('177795', '4.0', '1210920817')))
('49280', ('Fantasy', ('178767', '2.5', '1180461737')))
('49280', ('Fantasy', ('179073', '3.0', '1239571001')))
('49280', ('Fantasy', ('179137', '3.5', '1183481122')))
('49280', ('Fantasy', ('179792', '3.0', '1166234895')))
('49280', ('Fantasy', ('180711', '4.0', '1204670101')))
('49280', ('Fantasy', ('182466', '3.5', '1233073508')))
('49280', ('Fantasy', ('182555', '3.0', '1465082947')))
('49280', ('Fantasy', ('182617', '4.5', '1403156097')))
('49280', ('Fantasy', ('182803', '2.5', '1175680618')))
('49280', ('Fantasy', ('183134', '3.5', '1252788866')))
('49280', ('Fantasy', ('184245', '1.5', '1165793375')))
('49280', ('Fantasy', ('184559', '4.5', '1261197376')))
('49280', ('Fantasy', ('184562', '3.0', '1260572518')))
('49280', ('Fantasy', ('186059', '3.5', '1176249717')))
('49280', ('Fantasy', ('186075', '3.0', '1266992399')))
('49280', ('Fantasy', ('187723', '4.0', '1165361662')))
('49280', ('Fantasy', ('187871', '2.5', '1164868851')))
('49280', ('Fantasy', ('188047', '2.5', '1224396507')))
('49280', ('Fantasy', ('188407', '3.0', '1174369702')))
('49280', ('Fantasy', ('188582', '3.5', '1443825159')))
('49280', ('Fantasy', ('188905', '4.0', '1166485672')))
('49280', ('Fantasy', ('188998', '4.5', '1178300070')))
('49280', ('Fantasy', ('189625', '4.5', '1247899214')))
('49280', ('Fantasy', ('190682', '3.0', '1200941956')))
('49280', ('Fantasy', ('191049', '4.0', '1220437133')))
('49280', ('Fantasy', ('191249', '3.0', '1194560962')))
('49280', ('Fantasy', ('191710', '4.0', '1432346001')))
('49280', ('Fantasy', ('192946', '3.0', '1182138498')))
('49280', ('Fantasy', ('193329', '3.0', '1192600582')))
('49280', ('Fantasy', ('193640', '3.5', '1322939268')))
('49280', ('Fantasy', ('193772', '4.0', '1311538504')))
('49280', ('Fantasy', ('193795', '2.5', '1188234736')))
('49280', ('Fantasy', ('194422', '3.5', '1225313636')))
('49280', ('Fantasy', ('195418', '4.0', '1197129905')))
('49280', ('Fantasy', ('196061', '3.5', '1326952340')))
('49280', ('Fantasy', ('196116', '3.5', '1476826214')))
('49280', ('Fantasy', ('196196', '4.0', '1401299199')))
('49280', ('Fantasy', ('196296', '1.5', '1200923662')))
('49280', ('Fantasy', ('197858', '4.0', '1193688921')))
('49280', ('Fantasy', ('198603', '4.0', '1210020960')))
('49280', ('Fantasy', ('200365', '4.0', '1447600758')))
('49280', ('Fantasy', ('201236', '3.5', '1482164889')))
('49280', ('Fantasy', ('201300', '4.0', '1251244718')))
('49280', ('Fantasy', ('201927', '4.5', '1301583368')))
('49280', ('Fantasy', ('202179', '3.0', '1176993954')))
('49280', ('Fantasy', ('202727', '4.5', '1221160072')))
('49280', ('Fantasy', ('203329', '3.5', '1180841916')))
('49280', ('Fantasy', ('205084', '2.5', '1322958381')))
('49280', ('Fantasy', ('206513', '3.0', '1190503019')))
('49280', ('Fantasy', ('208111', '3.5', '1256078430')))
('49280', ('Fantasy', ('209820', '3.5', '1182134020')))
('49280', ('Fantasy', ('210245', '2.0', '1171333803')))
('49280', ('Fantasy', ('210684', '3.5', '1180887456')))
('49280', ('Fantasy', ('210792', '2.5', '1467169489')))
('49280', ('Fantasy', ('212236', '3.0', '1429141055')))
('49280', ('Fantasy', ('212863', '3.0', '1194657226')))
('49280', ('Fantasy', ('213845', '1.0', '1179647807')))
('49280', ('Fantasy', ('213848', '4.5', '1201068645')))
('49280', ('Fantasy', ('214328', '4.5', '1194205382')))
('49280', ('Fantasy', ('216092', '4.5', '1164448855')))
('49280', ('Fantasy', ('216906', '2.5', '1305949563')))
('49280', ('Fantasy', ('217087', '3.0', '1196904312')))
('49280', ('Fantasy', ('218118', '3.0', '1188404262')))
('49280', ('Fantasy', ('218565', '3.5', '1398592936')))
('49280', ('Fantasy', ('220059', '4.5', '1180842359')))
('49280', ('Fantasy', ('220537', '3.5', '1463307077')))
('49280', ('Fantasy', ('220653', '4.5', '1183298538')))
('49280', ('Fantasy', ('220723', '1.0', '1246636121')))
('49280', ('Fantasy', ('220737', '4.0', '1206342309')))
('49280', ('Fantasy', ('221002', '4.5', '1176760752')))
('49280', ('Fantasy', ('223776', '3.5', '1197765746')))
('49280', ('Fantasy', ('224453', '3.5', '1191223921')))
('49280', ('Fantasy', ('224768', '3.0', '1165202574')))
('49280', ('Fantasy', ('224805', '3.0', '1176900527')))
('49280', ('Fantasy', ('226142', '5.0', '1186448456')))
('49280', ('Fantasy', ('226949', '1.5', '1221410990')))
('49280', ('Fantasy', ('228291', '3.0', '1241319997')))
('49280', ('Fantasy', ('229359', '4.0', '1174542078')))
('49280', ('Fantasy', ('229869', '1.5', '1310384347')))
('49280', ('Fantasy', ('229879', '3.5', '1176249637')))
('49280', ('Fantasy', ('230417', '4.0', '1478887459')))
